movieId,(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,year
26350,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.7803
26353,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.742
26354,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.819
26356,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.7803
26359,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.742
26360,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.742
26361,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.742
26362,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,-0.55
26364,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.742
26365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-0.742
26366,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.742
26368,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.742
26369,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.7803
26370,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.742
26371,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.742
26372,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.742
26375,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.742
26377,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.742
26378,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,-0.742
26379,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.7036
26380,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.7036
26383,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,-0.7036
26386,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.7036
26387,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.7036
26388,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.665
26389,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.665
26391,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,-0.7036
26392,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.7036
26393,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.7036
26394,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.7036
26395,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.665
26397,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,-0.665
26398,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,-0.665
26399,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.665
26400,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.665
26401,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.6265
26402,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.665
26404,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.665
26409,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.6265
26410,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.665
26411,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.665
26413,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.665
