movieId,(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,year
91681,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.566
91683,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.566
91688,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6045
91690,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6045
91692,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,-1.55
91694,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.6045
91697,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.819
91707,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.6045
91709,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-2.436
91711,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,-1.78
91713,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.203
91715,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.012
91718,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2.436
91727,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-2.242
91729,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,-2.088
91741,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.3352
91743,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5273
91745,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.566
91747,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.242
91749,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5273
91755,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6045
91762,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6045
91766,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,-1.012
91768,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.896
91770,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,-1.588
91782,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.2034
91784,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.6045
91786,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.5273
91789,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6045
91793,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.566
91797,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-1.28
91799,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-2.436
91805,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6045
91808,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6045
91821,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.3188
91823,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.566
91826,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5273
91829,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6045
91831,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.643
91834,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6045
91840,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6045
91842,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.643
91844,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4507
91852,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.165
91854,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.666
91858,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.012
91860,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.55
91862,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.7036
91866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6045
91869,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6045
91871,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-2.242
91873,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.643
91880,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.3735
91882,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.5273
91884,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-1.05
91886,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6045
91888,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.566
91890,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6045
91894,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5273
91896,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.489
91902,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6045
91904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2966
91906,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.566
91908,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.5273
91911,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6045
91914,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.566
91919,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-2.088
91921,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2197
91924,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2197
91927,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5273
91929,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.566
91931,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6045
91933,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.566
91935,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6045
91937,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.643
91947,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5273
91952,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6045
91954,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.588
91957,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6045
91960,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.204
91970,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5273
91972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6045
91974,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.643
91976,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.643
91978,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.643
91981,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.566
91983,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.566
91991,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.588
91993,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.28
91995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-1.588
91997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.489
92001,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,-1.473
92004,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2966
92006,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.566
92008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6045
92010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6045
92023,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,-1.665
92025,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.665
92027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.396
92029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.396
92032,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.8574
92046,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5273
92048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.566
92058,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6045
92062,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1044
92064,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-2.203
92079,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.06586
92083,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5273
92085,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.1265
92087,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.665
92094,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.489
92096,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.566
92099,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.2966
92102,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.05
92104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.28
92106,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6045
92118,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.3574
92120,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6045
92122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6045
92124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.242
92126,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6045
92128,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5273
92130,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,-0.896
92132,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,-3.088
92134,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2197
92136,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.896
92152,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6045
92154,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6045
92156,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.566
92159,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2583
92161,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.4507
92163,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.4507
