movieId,(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,year
225563,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-3.82
225565,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.9507
225567,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-3.82
225569,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.82
225571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.82
225573,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-3.82
225575,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-3.82
225577,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-3.781
225579,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-3.82
225581,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-3.781
225583,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-3.781
225585,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-3.742
225587,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-3.705
225589,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.705
225591,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-3.627
225593,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-3.627
225595,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-3.512
225597,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.473
225599,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.643
225601,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-3.705
225603,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-3.705
225605,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-3.82
225607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.489
225609,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.781
225611,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-3.588
225613,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-3.781
