movieId,(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,year
263655,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9893
263657,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-3.666
263671,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-3.666
263673,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-3.666
263677,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,-3.666
263687,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9893
263693,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5273
263697,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9893
263699,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-2.088
263701,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.912
263703,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8735
263705,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.912
263707,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9893
263709,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.912
263719,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6045
263721,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7036
263741,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9893
263745,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.9893
263749,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9893
263751,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.912
263753,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.3574
263757,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9893
263767,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9893
263775,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.912
263783,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.912
263787,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.9893
263799,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.665
263801,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.6045
263803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.9893
263811,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.06586
263813,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2583
263815,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5273
263817,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.489
263819,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.489
263825,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.489
263829,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9893
263831,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.9893
263833,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1.28
263839,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9507
263845,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9893
263847,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.9893
263849,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3352
263851,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0.9893
263861,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9507
263865,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9893
263867,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.9893
263869,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9507
263871,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9893
263873,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.9893
263875,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9893
263879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9507
263885,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9893
263887,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.896
263895,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.912
263909,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9893
263911,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.6265
263915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7197
263929,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7583
263943,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.8735
263945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.9893
263963,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.797
263965,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.7583
263969,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8354
263971,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.9893
263973,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9893
263975,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.9893
263977,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9893
263999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9893
264005,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-0.1649
264009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9893
264015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9893
264017,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9893
264019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9893
264021,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9893
264023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.027
264025,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.9893
