movieId,(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,year
202920,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.242
202922,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3574
202924,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.4727
202926,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3958
202928,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3574
202930,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3574
202932,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.912
202934,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.912
202936,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6816
202938,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.4343
202940,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2803
202942,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3188
202944,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.742
202946,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.242
202948,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.511
202950,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.3188
202952,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.7036
202954,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6265
202956,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3188
202958,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.4343
202960,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.4727
202962,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-0.2803
202964,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4343
202966,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,-0.3574
202968,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.4343
202970,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-0.3574
202972,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.3188
202974,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.511
202976,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7583
202978,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8735
202980,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.489
202982,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.643
202984,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3352
202986,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.7583
202988,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8354
202990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8735
202992,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8354
202994,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8735
202996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.8735
202998,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.912
