movieId,(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,year
184199,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7583
184201,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.797
184203,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.7583
184205,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.7197
184207,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.643
184209,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5273
184211,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.8354
184213,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8354
184215,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.8354
184217,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0.8354
184219,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.566
184221,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.5273
184223,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.4507
184225,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5273
184229,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8354
184231,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.8354
184233,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.643
184235,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.8354
184237,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.7583
184239,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8735
184241,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8354
184243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.2197
184245,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.665
184247,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8354
184249,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8735
184251,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8354
184253,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0.8735
184255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.489
184257,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7583
184259,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.9727
184261,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.4343
184263,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.797
184265,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8735
184267,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.05
184269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.127
184271,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7197
184273,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8354
184275,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.8354
184279,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.797
184283,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3352
184285,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.5273
184287,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8354
184289,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8735
184291,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0.8735
184293,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6816
184295,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8354
184299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.04953
184301,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.412
184303,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4727
184305,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4343
184307,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8354
184309,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5273
184311,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.797
184313,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8354
184315,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.8735
184317,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1044
184319,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8354
184321,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7197
184323,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.412
184325,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.489
184327,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.412
184329,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.489
184331,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.7197
184333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4507
184335,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6816
184337,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7583
184339,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.8354
184341,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.8574
184343,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7036
184345,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2197
184347,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.3352
184349,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.3735
184351,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3188
184353,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0.8354
184357,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.3735
184359,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8354
184361,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.797
184363,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7583
184365,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.797
184367,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8354
184369,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.8354
184371,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8354
184373,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3352
184375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.511
184379,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8354
184381,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1428
184383,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.8354
184385,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7197
184387,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.012
184389,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.3735
184391,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.742
184393,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8735
184395,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8354
184397,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.8354
184399,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8735
184401,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8735
184403,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1428
184405,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8354
184407,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8354
184409,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8354
184411,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.9346
184413,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.6816
184415,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.088
184417,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8354
184419,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-2.436
184421,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8354
184423,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.8354
184425,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.412
184427,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.8354
184429,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9727
184431,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.01107
184433,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.8354
184435,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.8354
184437,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.797
184441,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8354
184443,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.8354
184445,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8354
184447,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8354
184449,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.643
184451,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4507
184453,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6816
184455,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7583
184459,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.2803
184461,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8735
184463,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3735
184467,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.412
184469,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8735
184471,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.8735
184473,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8735
184475,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2197
184477,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.643
