movieId,(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,year
125409,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0274
125411,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.3574
125413,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.489
125415,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.566
125417,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.665
125419,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.4507
125421,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6045
125423,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1044
125425,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2583
125427,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.318
125429,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0.1044
125431,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.4507
125433,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.3188
125435,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.643
125437,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-1.588
125439,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.566
125441,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.088
125443,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-1.319
125445,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.704
125447,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.357
125449,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6045
125451,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.489
125453,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6816
125455,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.473
125457,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.166
125459,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.242
125461,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.703
