movieId,mean_rating
1,3.8974375697494095
2,3.2757576805978412
3,3.1394472361809047
4,2.8453314326443335
5,3.0596016420860574
6,3.8682773821634453
7,3.363967611336032
8,3.1155629139072847
9,2.9877226769378913
10,3.4278499722855207
11,3.6571600355518377
12,2.649131047440113
13,3.3540579022306596
14,3.428302812295618
15,2.7308809293320424
16,3.8383487308278768
17,3.9451260617500337
18,3.403488935551607
19,2.663910016499658
20,2.8714584300975385
21,3.5650851826493213
22,3.315886401085587
23,3.1504133983464064
24,3.186060532979621
25,3.6761820199778024
26,3.6079586009992863
27,3.412597114317425
28,4.041238670694864
29,3.929884202698396
30,3.6296153846153847
31,3.2411718673579184
32,3.910185436454093
33,3.014925373134328
34,3.586935972643109
35,3.485303941215765
36,3.920561606691484
37,2.9823529411764707
38,2.9193333333333333
39,3.4290240397177945
40,3.628409090909091
41,3.8362394957983192
42,3.0438084112149535
43,3.458398133748056
44,2.669195008563739
45,3.3785192349022135
46,3.267851525636993
47,4.087198647666593
48,2.9902342503350994
49,3.5285171102661597
50,4.265070110701107
51,2.6
52,3.526633746585417
53,3.6792452830188678
54,2.815988647114475
55,3.2282838983050848
56,1.9594594594594594
57,3.3127294981640145
58,3.9677502358692855
59,3.5695876288659796
60,3.090638044126416
61,3.3109153416415986
62,3.711861526510002
63,3.104228486646884
64,2.827071290944123
65,2.373380335365854
66,2.1339544513457556
67,3.3184357541899443
68,3.428686543110395
69,3.550704504862076
70,3.3432596291012837
71,2.3422818791946307
72,3.478955007256894
73,3.796613011401744
74,3.2896213183730714
75,2.4296610169491526
76,3.0267387087835966
77,3.425339366515837
78,3.1736883942766294
79,3.122461702885643
80,3.7394957983193278
81,3.2526427061310783
82,4.010176125244619
83,3.640916808149406
84,3.3765822784810124
85,3.523122456529782
86,3.4791952446273435
87,2.3810408921933086
88,3.1087839084701976
89,3.127209504491452
90,3.3440366972477062
92,2.841313559322034
93,2.4981220657276997
94,3.5247252747252746
95,3.0771074451546037
96,3.6786447638603694
97,4.004987175833571
98,2.614130434782609
99,3.0894808743169397
100,3.2182233991333655
101,3.7507196315486473
102,2.4039506172839507
103,3.252166377816291
104,3.397988067761181
105,3.335110058237094
106,3.423357664233577
107,3.221542317900324
108,3.089430894308943
109,2.0625
110,3.9886301488155205
111,4.076663846972467
112,3.40522424439389
113,3.105095541401274
114,3.631048387096774
115,3.51
116,3.9033092037228543
117,3.5872323552735925
118,2.996024734982332
119,2.781853281853282
120,2.8838709677419354
121,3.734042553191489
122,2.8564931783729155
123,4.003961516694964
124,3.4833333333333334
125,3.731448275862069
126,2.3049932523616734
127,3.23
128,3.5064102564102564
129,3.145077720207254
130,3.372340425531915
131,3.3098958333333335
132,2.7699724517906334
133,2.7
134,3.641025641025641
135,3.004985647378758
136,3.607843137254902
137,3.272935779816514
138,3.285211267605634
139,3.073170731707317
140,3.289265201029907
141,3.513739063959908
142,3.0609756097560976
143,2.1333333333333333
144,3.4652424175337613
145,3.282547014186737
146,2.901153212520593
147,3.5936087135224004
148,2.898921832884097
149,3.682905225863596
150,3.8782087951376476
151,3.5291420578178427
152,3.113826815642458
153,2.8626870324189526
154,3.794795978710822
155,3.4034134988363074
156,3.51697438951757
157,2.7924214417744917
158,2.9121569989579714
159,3.4149411287048315
160,2.6030558958158725
161,3.7449347051840127
162,3.9978783592644977
163,3.4473877626018252
164,3.458929751156133
165,3.5161219081272086
166,2.896875
167,3.1582278481012658
168,3.079358812381554
169,2.2531303357996584
170,3.2208460581382194
171,3.5934873949579833
172,2.762982303452277
173,2.567427077763916
174,2.4455626715462033
175,3.512801755669349
176,3.845614737685222
177,2.8874531054606085
178,3.378968253968254
179,2.746580852775543
180,3.5687152563310685
181,1.9613543091655268
182,3.0863309352517985
183,3.3508771929824563
184,3.0948275862068964
185,3.101133663173478
186,2.8797319641458534
187,3.4394871794871795
188,3.3315135542168677
189,3.0015060240963853
190,3.6240376390076987
191,2.676520750426379
192,3.0576923076923075
193,2.258718074656189
194,3.8433168316831683
195,3.0843076923076924
196,2.838971490928932
197,3.040909090909091
198,3.422129886118806
199,3.7806205770277628
200,2.836705202312139
201,3.0286103542234333
202,3.0875
203,3.153504880212955
204,2.931665719158613
205,3.5048399106478034
206,3.469844357976654
207,3.3657275320970044
208,2.8774138976666985
209,2.8198675496688743
210,2.891
211,3.588135593220339
212,2.575975359342916
213,4.0155466399197595
214,4.0345
215,3.9393581878244457
216,3.2509787472035794
217,2.7254335260115607
218,3.283888367729831
219,3.6150442477876106
220,2.4730113636363638
222,3.5347035040431267
223,3.8398552282663228
224,3.4382659489176497
225,3.2814350264880026
226,2.7954545454545454
227,3.064725954361271
228,2.6673640167364017
229,3.5679304897314377
230,3.5850159404888418
231,2.982691158089234
232,4.028991262907069
233,3.530219018574993
234,2.6642089093701995
235,3.663214367684186
236,3.3171118332408653
237,3.2158491151816206
238,3.1625730994152046
239,3.120884520884521
240,2.8902007083825265
241,3.018581081081081
242,3.387184115523466
243,2.5074468085106383
244,2.3905228758169934
245,2.9584905660377356
246,4.024880206413564
247,3.820049813200498
248,3.0150126422250314
249,3.6717542120911792
250,3.0805429864253395
251,3.04
252,3.212357267273079
253,3.514375236175841
254,2.8931962025316458
255,2.2808411214953273
256,2.691472432837218
257,3.4076729559748427
258,2.6253458771444382
259,3.0580943121050073
260,4.099823550170568
261,3.6265712450683547
262,3.768804082538274
263,3.730295566502463
264,3.3461538461538463
265,3.917927823050058
266,3.5056397306397304
267,2.8885556068297187
268,3.316421895861148
269,3.4818481848184817
270,3.1750764525993884
271,3.3217938630999213
272,3.7450535601764336
273,3.1245082612116444
274,2.825617283950617
275,2.7240844196151457
276,2.979223619464188
277,3.4093847758081335
278,3.012775330396476
279,3.6923076923076925
280,3.7149496514329976
281,3.6710032524393297
282,3.4025861320836586
283,3.0833333333333335
284,2.823529411764706
285,2.3392857142857144
286,2.0405405405405403
287,3.2346625766871164
288,3.261559383499547
289,3.3504998485307484
290,3.979280781138366
292,3.4108596635943047
293,4.093760455001672
294,3.184988179669031
295,2.7922912205567454
296,4.196968773181315
297,3.0984848484848486
298,3.4961089494163424
299,3.721504559270517
300,3.6608252312070193
301,3.5183189655172415
302,3.753191489361702
303,3.0535305985205112
304,3.1892265193370166
305,2.698336252189142
306,4.073567151411463
307,3.981914481333161
308,3.901628222523745
309,3.6515486725663715
310,2.7926356589147288
311,2.652439024390244
312,2.611320754716981
313,3.068273092369478
314,3.847212251734865
315,2.8936738806624027
316,3.3812295896634956
317,3.1236664246215717
318,4.404613860039444
319,3.7687186923279725
320,3.2678018575851393
321,3.763948497854077
322,3.6690254100997106
324,3.684049079754601
325,2.6359773371104818
326,4.084502338009352
327,2.807646356033453
328,3.161526599845798
329,3.3230295610845064
330,2.8172348484848486
331,3.289855072463768
332,2.778139939156888
333,3.3695033217336285
334,3.821884498480243
335,3.237163814180929
336,2.8554421768707483
337,3.747385955920041
338,2.98172620276688
339,3.496251002405774
340,3.3742494996664445
341,3.5997536945812807
342,3.509354026845638
343,2.641039236479321
344,3.001755289271672
345,3.648421349370419
346,3.4176724137931034
347,3.4358052019922525
348,3.696894031668697
349,3.6546166134185305
350,3.468937875751503
351,3.298866090712743
352,3.2657952069716774
353,3.515732280910418
354,3.143987341772152
355,2.413592233009709
356,4.052743878120762
357,3.6414456320929003
358,3.2387580299785865
359,3.2654545454545456
360,2.7213918729565623
361,3.3270967741935484
362,3.373361603700848
363,3.992248062015504
364,3.8331554019954193
365,3.1638566912539514
366,2.999510603588907
367,3.1869047916614592
368,3.417902060476318
369,3.313392857142857
370,2.9951236393380736
371,3.2638792102206735
372,3.2507469821919446
373,3.773360655737705
374,2.4292477643345607
375,3.281496062992126
376,3.27622226074896
377,3.487227282355433
378,3.1226455479452055
379,2.725333767502442
380,3.496489776872826
381,3.397887323943662
382,3.0310794153900336
383,3.1979365685899883
384,2.966535433070866
385,3.5551181102362204
386,2.8222811671087533
387,2.6549100968188104
388,3.543956043956044
389,3.497560975609756
390,3.4278350515463916
391,3.146713615023474
392,3.3210526315789473
393,1.9132516277288396
394,3.314189189189189
395,3.076923076923077
396,2.5
397,2.195
398,3.439655172413793
399,2.25
400,2.5344827586206895
401,3.25
402,2.889830508474576
403,2.1666666666666665
404,3.30625
405,2.4499730312837107
406,3.1044776119402986
407,3.2670906200317966
408,3.2536764705882355
409,3.0422680412371133
410,3.0268025389269066
411,2.7845528455284554
412,3.5632148055728843
413,2.8129413570770647
414,2.6129032258064515
415,2.8098112039616217
416,2.6945525291828796
417,3.518255884127942
418,2.699275362318841
419,2.4797008547008548
420,2.7554964425357347
421,3.2778384279475983
422,3.233402489626556
423,3.013281569268492
424,2.7185554171855544
425,3.4732954545454544
426,3.109176748303334
427,2.5384390529085064
428,3.827620422154068
429,2.376610824742268
430,2.339622641509434
431,3.7200467562828754
432,2.729988465974625
433,2.9113418530351436
434,3.0520974814699833
435,2.5808942541138387
436,2.6352765321375187
437,2.5985991379310347
438,2.6957720588235294
439,2.635593220338983
440,3.5972138855542215
441,3.7004758456604945
442,3.0941247002398082
443,3.349246231155779
444,2.415424739195231
445,2.8770746887966805
446,3.9044250064316954
447,2.5176211453744495
448,3.5552147239263805
449,3.4488636363636362
450,3.3470088264138607
451,3.0500782472613457
452,3.558080808080808
453,3.104251012145749
454,3.502314134587129
455,2.617609459891339
456,3.826279527559055
457,3.9699420041000124
458,3.1554116558741905
459,2.7766497461928936
460,2.419406150583245
461,3.3370044052863435
462,2.617224880382775
463,2.7850467289719627
464,2.923568730020343
465,3.2655217965653898
466,2.94401175104188
467,3.3649732620320854
468,3.3131380977968834
469,3.26945885841364
470,2.110169491525424
471,3.658205725699068
472,2.871900826446281
473,2.315389924085576
474,3.720231383891367
475,3.91766944358737
476,2.9956709956709955
477,3.5506050605060504
478,2.4063604240282683
479,2.9331013147718483
480,3.6986229447184082
481,3.326239224137931
482,3.4167569519682197
483,3.76537216828479
484,2.7893401015228427
485,2.819037796113921
486,2.699843260188088
487,2.6051401869158877
488,3.370940170940171
489,2.753738621586476
490,3.356925880923451
491,3.4081798483206933
492,3.6561066513761467
493,3.618550213944123
494,3.35220721787886
495,3.416049382716049
496,3.3094117647058825
497,3.8817926403069967
498,2.8200514138817483
499,2.7695121951219512
500,3.3921773208469057
501,3.834109183241642
502,2.278220622267935
503,3.0528169014084505
504,2.976600985221675
505,2.5109729334308706
506,3.5019960079840318
507,3.5276297335203366
508,3.804207402234637
509,3.6839086859688197
510,2.7617021276595746
511,3.141291469194313
512,2.9228418640183347
513,2.959030100334448
514,3.448696558915537
515,3.894565411386757
516,3.085400627316795
517,3.129748528624933
518,2.699603174603175
519,2.1987130961392882
520,3.081800403349019
521,3.3212025316455698
522,3.529225352112676
523,3.652733118971061
524,3.53635806253832
525,3.377094972067039
526,3.1739130434782608
527,4.23699034516378
528,2.773605150214592
529,3.841982820329277
530,3.22972972972973
531,3.5462715105162523
532,3.06758064516129
533,2.938825249817207
534,3.8901792991035045
535,3.775352354761086
536,3.2809647979139505
537,3.155668604651163
538,3.6901056676272814
539,3.510239970120452
540,2.7098935750886874
541,4.110004536714986
542,2.8490059108006447
543,3.231079598871827
544,2.926293103448276
